TOKEN_NO	TOKENS
1584	ಬಕಪಟಿಗೆ
1585	ನಿದುರೆ
1586	ಹತ್ತನಿಲ
1587	ಗಂಡಬುಟು
1588	ಇಲಿಗೆ
1589	ವರುಷ
1590	ಆಗಿತ್ತು
1591	ಹಾತಾಪಳಿಯೋನು
1592	ಸೀಗಳ್ಳಿ
1593	ದ್ಯಾವಪ್ಪನ
1594	ಮಗಳ
1595	ಕಟಿಕೊಂಡು
1596	ಓಡೋಗಿದ್ದ
1597	ಆಗಿನಿಂದಲೂ
1598	ಒಂಟಿ
1599	ತೀರ
1600	ಬ್ಯಾಸರ
1601	ತೌರಿಗೆ
1602	ಅಣ್ಣ
1603	ಅವ್ವನೊಂದಿಗೆ
1604	ಇದ್ದು
1605	ಬರುತಿದಳು
1606	ಇಲದಿದರೆ
1607	ಆಡು
1608	ಮೇಯಿಸಿಕೊಂಡು
1609	ಮುಟ್ಟಾದೊರ
1610	ಸ್ಯಾಲೆ
1611	ನೀರಿಗೆ
1612	ಹಡದೆ
1613	ಎತಿಕೊಂಡು
1614	ಇದ್ದ
1615	ಹಾಕುತಿದಳು
1616	ಉರಿಯ
1617	ಗಂಡಯಿಲದ
1618	ಹೆಣ್ಣು
1619	ನುಗ್ಗಿ
1620	ಹಿಡಿಕೊಳೋದಿಕೆ
1621	ಬರಲುಕಡ್ಡಿಯಲಿ
1622	ಹೊಡೆಸಿಕೊಂಡು
1623	ತೋಟದ
1624	ಕೆಲಸಕೆ
1625	ಕರೆದಿದ್ದ
1626	ತೆಂಗಿನಕಾಯಿ
1627	ಎಳೆನೀರು
1628	ಬಾಳೆಕಾಯಿಕೊಟ್ಟು
1629	ವಶಕರ
1630	ಮಾಡಿಕೊಳೋದಿಕೆ
1631	ಪರಿಯತನ
1632	ಪಟ್ಟಿದ್ದ
1633	ಹಬ್ಬ
1634	ಹರ್್ದಿವಸ್್ಗಳಲಿ
1635	ಈಸ್್ಕೊಂಡು
1636	ಹೋಗಣೆ
1637	ಅಂತಲೇ
1638	ಸಾನುಭೋಗರ
1639	ಸೀನಪ್ಪ
1640	ಗ್ಯಾನ
1641	ಮಾಡುತಲೇ
1642	ಯಾರ
1643	ಆಸ್್ಗೂ
1644	ಸೊಪ್ಪು
1645	ಹಾಕಿರನಿಲ
1646	ಇವತ್ತೇಕೋ
1647	ಕಳಿಸಿ
1648	ತಾನೊಬಳೇ
1649	ಉಳ್ಳಿಕೊಂಡ
1650	ಅನಂತರ
1651	ಬಾಳ
1652	ಚಂಚಲವಾಗಿಬುಟಿತು
1653	ಸುಖಪಡೊ
1654	ವಯಸ್ಸಿಟುಕೊಂಡು
1655	ಎಲ್ಲಿಗಂಟ
1656	ಸೈಸೋದು
1657	ಭಯದಿಂದ
1658	ಹಿಡಿಕೊಂಡಾಗ
1659	ಅನಿಸದಿದರೂ
1660	ಎದೆಗೆ
1661	ತಾಕಿದ
1662	ಹಿತವಾಗಿ
1663	ಗಿಲಗರಿಸತೊಡಗಿತು
1664	ಹೆಚುಕಮಿ
1665	ಗಂಡನ
1666	ವಾರಿಗೆಯೋನೇ
1667	ನೋಡಿದರೆ
1668	ಅವನಿಗಿಂತಲೂ
1669	ಗಟ್ಟಿಮುಟಾದ
1670	ಆಳು
1671	ತನ್ನಂಗೆಯೇ
1672	ಕಷ್ಟಪಟೋನು
1673	ಆದರವೋ
1674	ಅಂತಃಕರಣವೋ
1675	ಆರಕೆ
1676	ಏರದೆ
1677	ಮೂರಕೆ
1678	ಇಳಿಯದೆ
1679	ತನ್ನಪಾಡಿಗೆ
1680	ತಾನಿರೊ
1681	ಗುಣಕಾಗಿ
1682	ಮೆಚ್ಚಿಕೆಯೋ
1683	ಪದಗಳ
1684	ಕಲೆಗಾರಿಕೆ
1685	ಮೇಲಿನ
1686	ಒಲವೋ
1687	ಹೆಂಡತಿಯ
1688	ಹೂವಿನಂಗೆ
1689	ನೋಡ್್ಕೊತಿದ
1690	ಬೆರಗಿಗಾಗಿ
1691	ಹುಟಿ
1692	ಕೊಂಡ
1693	ಕುತೂಹಲವೊ
1694	ಆಸೆಯೊ
1695	ಇಂಥೋ
1696	ಗಂಡನಾಗಿದರೆ
1697	ಅವಳಿಗೆ
1698	ಕಾಲುಕೊಕರಿಸಿಕೊಂಡು
1699	ಇನು
1700	ಹತೋದಿಲ
1701	ಸೀನಪ್ಪರೆಲ
1702	ಕಾಡಿದ
1703	ದಿವಸಗಳ
1704	ಇರುಳು
1705	ಅಸಹನೆ
1706	ಸಿಟ್ಟು
1707	ಸೆಡವುಗಳಲಿ
1708	ಕಳೆದರೆ
1709	ಮೈಪುಳುಕದಲಿ
1710	ಕಳೆಯಿತು
1711	ಹೊಳ್ಳಾಡತೊಡಗಿದ
1712	ಆದ
1713	ಮಿತಿಮೀರಿದ
1714	ಆಯಾಸದಿಂದಲೋ
1715	ಗೀಜಿದ
1716	ಒಳಗಾಯದಿಂದಲೋ
1717	ತಿಳಿಯವಲದು
1718	ಹೊಳ್ಳಾಟ
1719	ಹೆಚಾದಾಗ
1720	ಯಾವುದು
1721	ಹೊಳೆಯತೊಡಗಿತು
1722	ಎದೆಯ
1723	ಸಂಧಿಗೆ
1724	ಸರಿಯಾಗಿ
1725	ಸ್ಪುರುಷದ
1726	ಬಿಸಿಯ
1727	ಮುಟಿಸಿಬುಟಿತು
1728	ಗುಂಡಿಗೆಯನೇ
1729	ಅಲುಗಾಡಿಸೊ
1730	ಶಕುತಿ
1731	ಅದಕೆ
1732	ಇತ್ತಾ
1733	ಎಂದೂ
1734	ಹಿಂಗಾಗಿರನಿಲ
1735	ರಾಗಿ
1736	ಬೀಸೊ
1737	ಹೆಂಗಸರ
1738	ಸನಿಹ
1739	ಪೂರುತಿ
1740	ಒಬನೇ
1741	ಗಂಡಸು
1742	ಹೇಳುತಿದಾಗಲೂ
1743	ಮಿಡಿದಿರನಿಲ
1744	ತಿಮ್ಮು
1745	ನೆನಪಲೆ
1746	ಎಲವೂ
1747	ಹೋಯಿತು
1748	ಹೆಣ್ಣೂ
1749	ತಿಮ್ಮುಗೆ
1750	ಸಾಟಿಯಾಗೋಳಲ
1751	ಒಬಳನು
1752	ಉಳಿದೋಱ್ಯಾರೂ
1753	ತಿಮ್ಮುಹಂಗೆ
1754	ಆಗೋರಲ
1755	ಇದ್ದೋನಿಗೆ
1756	ಹೆಣ್ಣಿನ
1757	ಸ್ಪುರುಷದಿಂದ
1758	ಹೆಂಗಾಗಿಹೋಯಿತು
1759	ನಾಯಿಗಳ
1760	ಕಚ್ಚಾಟದಿಂದ
1761	ಅಸಹ್ಯಪಟುಕೊಳುವಂಗೆ
1762	ಆಡಿದರೂ
1763	ಒಳಗೊಳಗೇ
1764	ಮುಜಗರ
1765	ಆದದ್ದು
1766	ಸುಳ್ಳಲ
1767	ಸಿಕ್ಕಿದ
1768	ಲೆಕ್ಕವೊ
1769	ಕಂಡರೆ
1770	ಮಾತಾಡಿಸುತಿದಳು
1771	ಭಾವನೆಯೋ
1772	ಕರಗಿಸಿತು
1773	ಅದಲೆಕ್ಕ
1774	ಹಾಕುತಾ
1775	ಸರಿಯಿತಲ
1776	ಅವತ್ತು
1777	ಸಂತೆಯಿಂದ
1778	ಹೊತೂ
1779	ಮುಂಚೆ
1780	ಬಂದಿದ್ದ
1781	ನಾಳೆಗೆ
1782	ಕೆಬ್ಬೆಮಣ್ಣು
1783	ಬೇಕಿದರಿಂದ
1784	ತರೋ
1785	ದಿಕೆ
1786	ಹೊಂಟರು
1787	ಸಂತೆ
1788	ಕಡಲೆಪುರಿ
1789	ಕಾರ
1790	ಸ್ಯಾವಿಗೆಯ
1791	ಮಡಲಿಗೆ
1792	ಮಂಕರಿಯ
1793	ಕಂಕುಳಕೆ
1794	ಇರುಕಿಕೊಂಡು
1795	ಕೆಂಬಾರೆದೊಗೆಣೆ
1796	ಬಂದರು
1797	ಮುಂಗಾರಿನ
1798	ಆರಂಭ
1799	ಪಳಗುಡುವ
1800	ಬಿಸಿಲು
1801	ಹೊಲಗಳ
1802	ಜೋಳ
1803	ನಳನಳಿಸುತಾ
1804	ಹಸಿರು
1805	ಚೆಲ್ಲಿತ್ತು
1806	ಗರಿಯೊಡೆದು
1807	ನಗುತಿರೊ
1808	ಅಗೆ
1809	ಬಡಿಯುತಿರೊ
1810	ಆಗತಾನೆ
1811	ಉಕ್ಕೆ
1812	ಹೊಲದ
1813	ಚಿಕುವ್ವೌ
1814	ಗೋಳಿನ
1815	ಕಥೆಗೆ
1816	ದನಿ
1817	ತಿರುಗಿರೋ
1818	ಅಳ್ಳಿಮರದ
1819	ಸುಳಿಯಲಿ
1820	ಕೋಗುಲೆಯ
1821	ಹಾಡು
1822	ಕಡೆಯಿದ್ದ
1823	ಮಾವಿನತೋಪಿಗೆ
1824	ತಟ್ಟಿ
1825	ಹಿಮ್ಮುಳಿ
1826	ಒಂದಕೆ
1827	ನಾಕಾಗಿ
1828	ಎಂಟಾಗಿ
1829	ಚೆಲ್ಲು
1830	ಒಡೆಯುತಿತು
1831	ತಿಮ್ಮುರು
1832	ದೊಣೆಯ
1833	ದಡದ
1834	ತಿನುತಾ
1835	ದನಿಗೆ
1836	ಸೇರಿಸುತಾ
1837	ಆಟರಲಿ
1838	ಆಗಸದಲಿ
1839	ಆಕಡಿಂದ
1840	ಈಕಡೆಗೆ
1841	ಹಾಡಿಕೊಂಡು
1842	ಹಾರಾಡುತ್ತಿದ
1843	ಹಕ್ಕಿಯ
1844	ತೋರಿಸುತಾ
1845	ಕೇಳಲ್ಲಿ
1846	ಅದೇನಂತದೆ
1847	ಕೋಗಿಲೆ
1848	ಚಿಕ್ಕವ್ವನಿಗೆ
1849	ದಿನಾ
1850	ಮಲ್ಲಿಗೆ
1851	ತಂದುಕೊಡುತ್ತಿತ್ತು
1852	ಹೀಗೆ
1853	ಹೂವನ್ನೆಲ್ಲ
1854	ಕೊಡುವಂತೆ
1855	ಒಮ್ಮೆ
1856	ಕೇಳಿತು
1857	ಹೂವೆಲ್ಲ
1858	ಬಾಡಿ
1859	ಕಮ್ಮಿಯಾಗಿದ್ದವು
1860	ಹೂವಿನಲ್ಲಿ
1861	ವಾಸನೆಯೂ
1862	ಇರಲಿಲ್ಲ
1863	ಇದಕಂಡು
1864	ಸಿಟ್ಟುಗೊಂಡ
1865	ಚಿಕ್ಕವ್ವನ
1866	ಕೊಂದು
1867	ತೆರೆಯಲ್ಲಿ
1868	ಹೂತುಬಿಟ್ಟಿತು
1869	ಆಮೇಲೆ
1870	ತಪ್ಪಿನ
1871	ಅರಿವಾಗಿ
1872	ಮುಂಗಾರು
1873	ಹೊಡೆವಾಗ
1874	ನೆನೆದು
1875	ಕೂಗುತ್ತದೆ
1876	ಎಂಬ
1877	ದಂತ
1878	ಕಥೆಯಿದೆ
1879	ಗಮನ
1880	ಟಿಟೀಟ್ಟು
1881	ಟುಱ್ರೇ
1882	ಸಮನೆ
1883	ಸೋರೆಹಕ್ಕಿ
1884	ಕೂಗುತಿತು
1885	ಏನದು
1886	ಅಂದಳು
1887	ಅದರಲಿ
1888	ಹೆಚ್್ಗಾರಿಕೆ
1889	ಇಲವಲ
1890	ಥರ
1891	ಸಱ್ಯಾಗಿ
1892	ಕೇಳು
1893	ಕುಂಬಾರ್್ಸೆಟ್ಟೀ
1894	ನೀ
1895	ನಾಪುಱ್ರೇ
1896	ನಮ್ಮನ್ನು
1897	ಬೈತಾ
1898	ಯಾಕೆ
1899	ಕಿವಿಗೊಟ್ಟು
1900	ಆಲಿಸಿದ
1901	ಹೂನಲ್ಲ
1902	ಕೇಳ್್ಸುತದೆ
1903	ಹುಬ್ಬೇರಿಸಿದಳು
1904	ಅದ್ಯಾಕೆ
1905	ಬೈತದೆ
1906	ನಿಂಗೆ
1907	ಗೊತ್ತಿಲ್್ವಾ
1908	ಅಲುಗಾಡಿಸಿ
1909	ಏನೇಳು
1910	ಕನಿಕರಪಟು
1911	ಕಾಲದಾಗೆ
1912	ಮಾಡಿದ್್ಕ್ಕೆ
1913	ಅದುರ
1914	ವಂಸ
1915	ಇರೋಗಂಟ
1916	ಹಾಡ್್ಕೊಂಡು
1917	ತಿರ್್ಗೋದು
1918	ತಪ್ಪಾಕ್ಕಿಲ್ಲ
1919	ನೋಡಿದಳು
1920	ನಕ್ಕ
1921	ಗಂಡ
1922	ನಗಾಡುತಾನೆ
1923	ತಿಳಿವು
1924	ಕಟ್್ಕಥೆ
1925	ಬೆಪ್ಪಳನ
1926	ಅವನ್್
1927	ಕೂಡಲೇ
1928	ಭುಜಕ್ಕೆ
1929	ಗುದಿದಳು
1930	ಇನೂವೋಟು
1931	ಒಂದುಕ್ಕೆ
1932	ಕಟ್್ದಿದ್್ರೆ
1933	ಉಂಡುದ್ದು
1934	ಹತ್ತಾಕ್ಕಿಲ್ಲ
1935	ರೇಗಿದಳು
1936	ಹೊತ್ತಿಗಾಗಲೇ
1937	ಮರಗಳ
1938	ಸಂದಿಯಿಂದ
1939	ಗಾಳಿ
1940	ಮೇಲೆದ್ದು
1941	ಬೀಸತೊಡ
1942	ಗಿತ್ತು
1943	ಕೋಗುಲೆ
1944	ಹೋಗಿದ್ದೊ
1945	ಮಣ್ಣುಮೀಟಿ
1946	ತುಂಬೊ
1947	ಹೊತ್ತಿಗೆ
1948	ಸಮಯ
1949	ಸಂದದ್ದೇ
