TOKEN_NO	TOKENS
2028	ಮುತ್ತಿ
2029	ತಿನ್ನುತ್ತಿದ್ದೊ
2030	.
2031	ಪುನೈಸಿ
2032	ಮೋಟಪ್ಪನೋರು
2033	"
2034	"
2035	ನಂಗನ್ನಸ್್ತದೆ
2036	:
2037	ಇಲ್ಲಾ
2038	ಹೈದ
2039	ಬೋರೆ
2040	ಒಳ್್ಗೆ
2041	ತಪ್ಪುಸ್್ಕೊಂಡಿರಬೇಕು
2042	.
2043	ಇಲ್ಲಾ
2044	ಈಸ್ಯಾನ
2045	ದಿಕ್ಕಲ್ಲಿ
2046	ಕಲ್ನಾರು
2047	ಹಳ್ಳಕೆ
2048	ಹೊಸ್್ದಾಗಿ
2049	ಯಾರೋ
2050	ಪೇಟೋರು
2051	ಬತ್ತಾಅವ್್ರಂತೆ
2052	-
2053	ಅವುರ
2054	ಜೊತೆ
2055	ಹೊಂಟೋಗಿರಬೇಕು
2056	.
2057	ಆ
2058	ಮೋಟರು
2059	ನಮ್ಮ
2060	ದೊಡ್ಡಾಲಮರದಗಂಟ್್ಲೂ
2061	ಬಂದಿತ್ತಂತೆ
2062	.
2063	ಅದುಬುಟು
2064	ಆ
2065	ಸಂಕ್ರಯ್ಯ
2066	ಹುಟ್ಟಿಸೊಹಂಗೆ
2067	ಅದೆಲ್ಲ
2068	ಕಂತೆ
2069	ಪುರಾಣ
2070	"
2071	"
2072	ಅಂದರು
2073	.
2074	ಕಸ್ತೂರಿ
2075	ಈಗ
2076	ಕಿವಿವೊಡಿದ
2077	.
2078	ಈರ
2079	"
2080	"
2081	ಹೂಕನ್್ರಪ್ಪ
2082	,
2083	ತುದಿಬಾರೆ
2084	ಮ್ಯಾಲೊಂದು
2085	ವಾನ
2086	ಧೂಳ್್ಕೊದುರ್್ಕೊಂಡು
2087	ಸದ್ದು
2088	ಮಾಡ್್ಕೊಂಡು
2089	ಹೋಯ್್ತ್ತಿದ್ದ
2090	ಸೌದೆ
2091	ತರಾನೆ
2092	ಅಂತ
2093	ಹೋಗಿದ್ದಾಗ
2094	ನಾನೂ
2095	ಕಂಡೆ
2096	"
2097	"
2098	ಅಂದ
2099	.
2100	ಕಸ್ತೂರಿ
2101	ಮನಸು
2102	ನೆಟ
2103	.
2104	ಮೋಟಪ್ಪನೋರು
2105	"
2106	"
2107	ಕಸ್ತೂರಿ
2108	,
2109	ಈ
2110	ಈರನ್ನ
2111	ಕರ್್ಕೊಂಡು
2112	ಬುತ್ತಿಕಟ್್ಕೊಂಡು
2113	ಒಂದೆಜ್ಜೆ
2114	ಬಾರೆ
2115	ಇಳಿದು
2116	ಆ
2117	ಹಳ್ಳದಗಂಟ
2118	ಹೋಗಿದ್ದೇ
2119	ಬಂದ್್ಬುಡು
2120	"
2121	"
2122	ಅಂದರು
2123	.
2124	ಕಸ್ತೂರಿ
2125	ಉಸಿರೆಳೆದುಬುಟ
2126	.
2127	ಈರ
2128	"
2129	"
2130	ಅಯ್ಯೋ
2131	,
2132	ನಂಗೇನೋ
2133	ವೋಟು
2134	ಜಮ್್ರ
2135	ಅದೆ
2136	ಅಯ್ಯನೋರೆ
2137	.
2138	ನಂಗೆ
2139	ಹೋಗಾಕೆ
2140	ಆಗುಕ್ಕಿಲ್ಲ
2141	.
2142	ಅವುಂಗೇನು
2143	ಈ
2144	ಬಾರೆ
2145	ಹೊಸ್್ದಾ
2146	?
2147	ಒಬ್ಬನೇ
2148	ಬೇಕಿದ್್ರೂ
2149	ಸುತ್್ಕೊಂಡ್್
2150	ಬಂದಾನು
2151	"
2152	"
2153	ಅಂತ
2154	ರಾಗ
2155	ಎಳೆದ
2156	.
2157	ಕಸ್ತೂರಿ
2158	ಯಾರು
2159	ಬರಲಿ
2160	ಬುಡಲಿ
2161	ತಾನಂತು
2162	ಹೋಗೋನು
2163	ಅಂತ
2164	ನಿಚ್ಚಯ
2165	ಮಾಡಿಕೊಂಡ
2166	.
2167	ತನ್ನ
2168	ಮಗ
2169	ಸತ್ತಿಲ
2170	ಅನೋ
2171	ಆಸೆ
2172	ಬಲಿಯತೊಡಗಿತು
2173	.
2174	ಹೊಸ
2175	ಬಲ
2176	ದೇಹಕೆ
2177	ಹೊಕಿಕೊಂಡಿತು
2178	.
2179	ಗೊಣ್ಣೆಮುದ್ದ
2180	ಮೆಲ್ಲಗೆ
2181	"
2182	"
2183	ಹೂ
2184	ಕಸ್ತೂರಣ್ಣ
2185	,
2186	ಬೇಕಾದ್್ರೆ
2187	ನಾನೂ
2188	ಬತೀನಿ
2189	ಹೋಗಿದ್್ಬಂದ್್ಬುಡಾನೆ
2190	"
2191	"
2192	ಅಂದ
2193	.
2194	ಕಸ್ತೂರಿ
2195	ಮುದ್ದನ
2196	ಮಾತಿಗೆ
2197	ತಲೆ
2198	ಅಲುಗಾಡಿಸಿದ
2199	.
2200	ಹೋಗಲೇಬೇಕು
2201	ಅನೋದು
2202	ಒಳಗಿಂದ
2203	ಒತ್ತರಿಸಿಕೊಂಡು
2204	ಬಂತು
2205	.
2206	"
2207	"
2208	ಆಗ್್ಲಿ
2209	ಮುದ್ದಪ್ಪ
2210	,
2211	ನಾನ್್
2212	ಹೋಗಿದ್ದೇ
2213	37
2214	ಬತೀನಿ
2215	"
2216	"
2217	ಅಂದೋನು
2218	ಜಗಲಿ
2219	ಮೇಲೆ
2220	ಕುಂತಿದೋರಿಗೆ
2221	`
2222	ಹೊನ್್ರಪ್ಪ
2223	'
2224	ಅಂತ
2225	ಹೇಳಿ
2226	ಹೊಂಟ
2227	.
2228	ಗೊಣ್ಣೆಮುದ್ದನಿಗೆ
2229	ತಿಮ್ಮಾಜಿಯ
2230	ಹುಡುಕೋದು
2231	ಬೇಕಾಗಿತ್ತು
2232	.
2233	ತನ್ನ
2234	ಅವ್ವನಿಗೆ
2235	ಕಾಡಿಬೇಡಿಯಾದರೂ
2236	ಒಪ್ಪಿಸಿ
2237	ಕಸ್ತೂರಿ
2238	ಜೊತೆ
2239	ಹೋಗಬೇಕು
2240	ಅಂತ
2241	ಲೆಕ್ಕಹಾಕಿದ
2242	.
2243	ಇಬರೂ
2244	ಮಟಬುಟ್ಟ
2245	ಮೇಲೂ
2246	,
2247	ತಮ್ಮ
2248	ಜೋಡಿ
2249	ಮುರಿದಿರನಿಲ
2250	;
2251	ತಾವು
2252	ಸೇರಿಕೊಂಡು
2253	ಆಡಿದ
2254	ಆಟ
2255	ಇರನಿಲ
2256	.
2257	ತೋಡು
2258	ತೆಗೆಯುತಿದರು
2259	.
2260	ಎರೆಮಣ್ಣಲಿ
2261	ಮನೆಕಟ್ಟಿ
2262	ವಾಸ
2263	ಮಾಡುತಿದರು
2264	.
2265	ದೇವುರು
2266	ಮಾಡಿ
2267	ಮೆರೆಸುತಿದರು
2268	.
2269	ಹಳ್ಳಗಳಲಿ
2270	ಅಡಗಿ
2271	ಅವು
2272	ತೊಗುಮ್ಮನ
2273	ಆಟ
2274	ಆಡುತಿದರು
2275	.
2276	ಒದ್ದು
2277	ಒಳಗೆ
2278	ಒತ್ತು
2279	ಹಾಕೊಂಡು
2280	ಸೇರಿರುತಿದ
2281	ತೋಡನ
2282	ಬಿಲ
2283	ಅಗೆದು
2284	ಹಿಡಿದು
2285	ಸುಟ್ಟು
2286	ತಿನುತಿದರು
2287	.
2288	ಹಳ್ಳದ
2289	ಅಂಚಿನಲೇ
2290	ಗುರುಮೆ
2291	ಹಾಕಿರೋ
2292	ಬಿಲ
2293	ಹುಡುಕುತಾ
2294	ಸಿಕ್ಕರೆ
2295	ಗುರುಮೆ
2296	ಕಿತ್ತು
2297	ಒಳಗೆ
2298	ಕೈಹಾಕಿ
2299	ನಳ್ಳಿ
2300	ಹಿಡಿಯುತಿದರು
2301	.
2302	ಹಿಂಗೆ
2303	ಹಿಡಿದ
2304	ನಳ್ಳಿಯ
2305	ಅದರ
2306	ವಾಟೆ
2307	,
2308	ಒಳಗಿನ
2309	ಕಸರಿ
2310	ಕಿತ್ತು
2311	ಉಳಿದ
2312	ನಳ್ಳಿಯ
2313	ಬೆಂಕಿಯಲಿ
2314	ಬೇಯಿಸಿಕೊಂಡು
2315	ಸಮಸಮಪಾಲು
2316	ಮಾಡಿಕೊಂಡು
2317	ತಿನುತಿದರು
2318	.
2319	ಒಂದು
2320	ದಿವಸ
2321	,
2322	ತೂತಿಗೆ
2323	ಗುರುಮೆ
2324	ಹಾಕಿಲದಿದರೂ
2325	ಬಿಲದ
2326	ಬಾಯಲ್ಲಿ
2327	ನಳ್ಳಿ
2328	ನಡೆದಾಡಿರೋ
2329	ಹೆಜ್ಜೆ
2330	ಗುರುತದೆ
2331	ಈಗೆಲೊ
2332	ಬಿಲದೊಳಕ್ಕೆ
2333	ಹೊಕ್ಕೊಂಡಿರಬೇಕು
2334	ಅಂತ
2335	ತಿಮ್ಮಾಜಿ
2336	ಬಿಲಕೆ
2337	ಕೈಹಾಕಿದ
2338	.
2339	ಏನೋ
2340	ಮೆತ್ತಗೆ
2341	ಸಿಕ್್ತಾ
2342	ಅದೆ
2343	,
2344	ಎಲೋ
2345	ಕೊರವ
2346	ಇರ್್ಬೇಕು
2347	ಅಂತೇಳಿ
2348	ಬಲೆ
2349	ಖುಷಿಯಿಂದ
2350	ಹಿಡಿದು
2351	ಈಚೆಗೆ
2352	ಎಳೆದರೆ
2353	ಹೊಳ್ಳೆಬುಡ್ಡ
2354	!
2355	ಕೈಗೆ
2356	ಸುತಿಕೊಂಡುಬುಟ್ಟಿತ್ತು
2357	.
2358	ತೊಳ್ಳೆ
2359	ಬಾಯಿಗೆ
2360	ಬಂದಂಗಾಗಿ
2361	ಮೇಲಕೆ
2362	ಹಾರಿ
2363	ಕೆಳಗೆ
2364	ಬಿದ್ದು
2365	ಎದ್ದು
2366	ಕೈ
2367	ಒದರುತಾ
2368	ಇಡೀ
2369	ಹಡ್ಡಲಲೆಲಾ
2370	ನೆಗೆದಾಡಿಬುಟ್ಟಿದ್ದ
2371	.
2372	ಅವತ್ತಿಂದ
2373	ಅವನು
2374	ನಳ್ಳಿ
2375	ಹಿಡಿಯೋ
2376	ಕಾಯಕನೇ
2377	ತೊರೆದುಬುಟ
2378	.
2379	ಗುರುಮೆ
2380	ಹಾಕಿರೋ
2381	ಬಿಲವಾಗಿದರೆ
2382	ಅದರೊಳಗೆ
2383	ನಳ್ಳಿಯೋ
2384	ಇರುತದೆ
2385	ಅಂತ
2386	ಏಟು
2387	ಹೇಳಿದರೂ
2388	ಕೇಳನಿಲ
2389	.
2390	ಗೊಣ್ಣೆಮುದ್ದನಿಗೆ
2391	ಕಸ್ತೂರಿ
2392	ಯಾವಾಗಲೂ
2393	ಅಬಿಮಾನದ
2394	ಮನುಷ
2395	.
2396	ಅವನು
2397	ಯಾರೊಂದಿಗೂ
2398	ಯಾವಾಗಲೂ
2399	ಮಕಗಂಟಾಕೊಂಡು
2400	ಮಾತಾಡಿದೋನಲ
2401	.
2402	ಒಂದು
2403	ಪಕುಷ
2404	ಹಂಗೆ
2405	ಗಂಟಾಕೊಂಡಿರೋರ
2406	ನಗಿಸಿ
2407	ಗಂಟು
2408	ಬುಡಿಸೋನು
2409	.
2410	ತನ್ನ
2411	ಮಗನಿಗಂತು
2412	ಜೀವ
2413	ಬೇಕಾದರೂ
2414	ಕೊಡೊ
2415	ಹಂಬಲ
2416	ಇಟುಕೊಂಡಿದ
2417	.
2418	ಅಂಥ
2419	ಕಸ್ತೂರಿ
2420	ಇವತ್ತು
2421	ಮಗನಿಗಾಗಿ
2422	ಪಡುತಿರೊ
2423	ಪಾಡು
2424	ನೋಡಿ
2425	ಅವನ
2426	ಬುಟು
2427	ಹೋಗೋದಿಕಾಗದೆ
2428	ತಾನೂ
2429	ಅವನ
2430	ಹಿಂದೆ
2431	ನಡೆಯತೊಡಗಿದ
2432	.
2433	ಕಸ್ತೂರಿ
2434	ಗುಡಿಸಲಿಗೆ
2435	ಬಂದಾಗ
2436	ಗೌಗ್ಗತ್ತಲೆ
2437	ತುಂಬಿತ್ತು
2438	.
2439	ಹಣತೆ
2440	ಎಲ್ಲಿದೆಯೋ
2441	.
2442	ಬೆಂಕಿಪೊಟ್್ಣ
2443	ಎಲ್ಲಿದೆಯೋ
2444	.
2445	ಯಾರು
2446	ಹುಡುಕೋರು
2447	?
2448	ಕಸ್ತೂರಿ
2449	ಸುಮನೆ
2450	ತುಂಡು
2451	ಗೋಡೆಗೆ
2452	ಒರಗಿ
2453	ಕುಂತ
2454	.
2455	ಮುದ್ದ
2456	ಎದುರಾಗಿ
2457	ಕುಂತ
2458	.
2459	ಇಬರೂ
2460	ಮಾತಾಡಿರನಿಲ
2461	.
2462	ಕಸ್ತೂರಿಯೇ
2463	"
2464	"
2465	ಯಾಕಪ್ಪ
2466	ಮುದ್ದಣ್ಣ
2467	ಹಿಂದಟ್ಟಿ
2468	ಬಂದೆ
2469	?
2470	ಮನೆಗೋಗು
2471	"
2472	"
2473	ಅಂದ
2474	.
2475	38
2476	ಮುದ್ದ
2477	`
2478	ಕಸ್ತೂರಣ
2479	ನಾಳಿಕೆ
2480	ಇಬ್್ರೂ
2481	ಬರಾನೆ
2482	"
2483	"
2484	ಅಂದ
2485	.
2486	"
2487	"
2488	ಅಯ್ಯಯ್ಯೋ
2489	ಬ್ಯಾಡಪ್ಪ
2490	,
2491	ನಾನು
2492	ನೋಡಿ
2493	ಹುಡಿಕೊಂಡು
2494	ಬತೀನಿ
2495	,
2496	ಆಮ್ಯಾಲೆ
2497	ಬಂದು
2498	ನೀನು
2499	ನೋಡೀವಂತೆ
2500	.
2501	"
2502	"
2503	"
2504	"
2505	ಆ
2506	ಬಾರೇಲಿ
2507	ಒಬ್ಬನೇ
2508	ಹೋಯ್್ತೀಯಾ
2509	?
2510	"
2511	"
2512	ಅಂತ
2513	ಮುದ್ದ
2514	ಹುಬ್ಬೇರಿಸಿದ
2515	.
2516	ಕಸ್ತೂರಿ
2517	ಹುಸಿನಕ್ಕು
2518	"
2519	"
2520	ನನ್್ಮೊಗ
2521	ಸಿಗೋದಾದ್್ರೆ
2522	ಎಲ್್ಗೆಬೇಕಾದ್್ರೂ
2523	.
2524	ನೀನೀಗ
2525	ಹೋಗು
2526	ನಿಮೌವ್ವ
2527	ಬೈದಾರು
2528	"
2529	"
2530	ಅಂದ
2531	.
2532	ಮುದ್ದ
2533	ತಿರುಗ
2534	"
2535	"
2536	ಹೊಟ್್ಗೆ
2537	ಏನ್್
2538	ಮಾಡ್್ಕೊಂಡಿದ್ದೀ
2539	ಕಸ್ತೂರಣ್ಣ
2540	"
2541	"
2542	ಅಂದ
2543	ಕಸ್ತೂರಿ
2544	ಮಾತಾಡನಿಲ
2545	.
2546	"
2547	"
2548	ಊರೇಲಿ
2549	ಇಲ್್ದಿದ್ದೋನು
2550	ಇನ್ನೇನು
2551	ಮಾಡ್್ಕೊಂಡಿರ್್ತಿ
2552	,
2553	ನಮ್ಮನೆಗೆ
2554	ಹೋಗಾನೆ
2555	ಬಾ
2556	"
2557	"
2558	ಅಂದ
2559	.
2560	ಮುದ್ದ
2561	ಬಾಯಿಮಾತಿಗೆ
2562	ಕರೆಯುತಿದಾನೋ
2563	ದಿಟವಾಗಿಯೋ
2564	ಅಂತ
2565	ಆ
2566	ಕತ್ತಲೆ
2567	ಯಲಿ
2568	ತಿಳಿಯನಿಲ
2569	.
2570	"
2571	"
2572	ಏಳು
2573	ಕಸ್ತೂರಣ್ಣ
2574	ಇವತ್ತು
2575	ನಮ್ಮನೇಲಿ
2576	ಉಣ್ಣೀವಂತೆ
2577	"
2578	"
2579	ಅಂದ
2580	.
2581	ಕಸ್ತೂರಿ
2582	ಈ
2583	ಹೈದ
2584	ದಿಟವಾಗಿಯೂ
2585	ಒತ್ತಾಯ
2586	ಮಾಡುತಿದಾನೆ
2587	ಅಂತ
2588	ತಿಳಿದು
2589	"
2590	"
2591	ಬ್ಯಾಡಪ್ಪ
2592	ನಂಗೇನು
2593	ಹಸ್್ವು
2594	ಕಾಣಾಕ್ಕಿಲ್ಲ
2595	.
2596	ನೀನೋಗು
2597	"
2598	"
2599	ಅಂದ
2600	.
2601	"
2602	"
2603	ಉಹುಂ
2604	,
2605	ಹಂಗೆಲ್ಲ
2606	ಹೇಳ್್ಬ್ಯಾಡ
2607	.
2608	ನೀನು
2609	ಏಳ್್ತೀಯೋ
2610	ಇಲ್್ವೋ
2611	"
2612	"
2613	ಅಂತ
2614	ನಿರುದಾರ
2615	ಮಾಡಿ
2616	ತಾನು
2617	ಎದ್ದು
2618	ನಿಂತ
2619	.
2620	ಕಸ್ತೂರಿ
2621	"
2622	"
2623	ನಿನ್್ಕೈಮುಗೀತೀನಿ
2624	ನನ್ನ
2625	ಕರೀಬ್ಯಾಡ
2626	ನೀನು
2627	ಹೋಗಪ್ಪ
2628	ಮುದ್ದಣ್ಣ
2629	"
2630	"
2631	ಅಂತ
2632	ಕೇಳಿಕೊಂಡ
2633	.
2634	ಕಸ್ತೂರಿಗೆ
2635	ಹಸಿವಾಗಿತ್ತು
2636	.
2637	ಆದರೆ
2638	ಉಣ್ಣೋ
2639	ಮನಸಿರನಿಲ
2640	.
2641	ಮುದ್ದನೂ
2642	ಬಕಪಟ್ಟಿಗೆ
2643	ಬುಡನಿಲ
2644	.
2645	ಅವನ
2646	ಒತಾಯಕೆ
2647	ಮಣಿಲೇಬೇಕಾಯಿತು
2648	.
2649	ಕದ
2650	ಎಳಕೊಂಡು
2651	ಅವನ
2652	ಹಿಂದೆ
2653	ಹೊಂಟ
2654	.
2655	ಉಣ್ಣಲು
2656	ಹೊಂಟಾಗಿದ್ದ
2657	ಕಸ್ತೂರಿಯ
2658	ಮುಜುಗರ
2659	ಮುದ್ದನ
2660	ಮನೆಗೆ
2661	ಬಂದಾಗ
2662	ಇರನಿಲ
2663	.
2664	ನಂಜವ್ವ
2665	ಕನಿಕರದಿಂದಲೇ
2666	ಕಂಡಳು
2667	.
2668	ತನ್ನ
2669	ಮಗ
2670	ಹಂಗೂ
2671	ತಿಮ್ಮಾಜಿಯ
2672	ಗೆಣೆತನವ
2673	ನೆನೆಕೊಂಡು
2674	ಮರಗಿದಳು
2675	.
2676	ಏಟೋ
2677	ದಿವಸ
2678	ತಿಮ್ಮಾಜಿಯೂ
2679	ಬಂದು
2680	ತನ್ನ
2681	ಕೈ
2682	ನೀರು
2683	ಕುಡಿದು
2684	ಹೋಗಿದ್ದ
2685	ನೆನೆಸಿಕೊಂಡಳು
2686	.
2687	ಪೋಲಿ
2688	ಹೈದಲ್ಲ
2689	;
2690	ಒಂದು
2691	ಮಾತು
2692	ಯಾರಾದ್್ರು
2693	ಚಡಾಯಿಸಿ
2694	ಅಂದ್್ರೆ
2695	ತಿರಿಕೊಂಡು
2696	ಹೇಳಿದ
2697	ಮಗಲ್ಲ
2698	-
2699	ಚಿನ್್ದಂಥ
2700	ಹೈದ
2701	ಅಂತ
2702	ಹೊಗಳಿದಳು
2703	.
2704	ಏಟೋ
2705	ದಿವಸ
2706	ಮುದ್ದನ
2707	ಜೊತೆ
2708	ಹೋಗಿ
2709	ತಮ್ಮ
2710	ಕುರಿನೂ
2711	ಕಾಯ್್ಕೊಂಡು
2712	ಬಂದಿತ್ತು
2713	ಪಾಪ
2714	ಅಂತ
2715	ವ್ಯಥೆಪಟಳು
2716	.
2717	ಏಟು
2718	ದಿವಸವಾಯ್್ತೊ
2719	ನೀನು
2720	ಸರಿಯಾಗುಂಡು
2721	,
2722	ಕೇಳಿ
2723	ಇಕ್ಕಿಸ್್ಕೊಂಡು
2724	ಉಣ್ಣು
2725	ಹಿಂಜರಿಬ್ಯಾಡ
2726	ಅಂತ
2727	ಒತ್ತಾಯ
2728	ಮಾಡಿದಳು
2729	.
2730	ಕಸ್ತೂರಿಗೆ
2731	ಗಂಟಲೊಳಗೆ
2732	ಗುಕ್ಕು
2733	ಇಳಿಯನಿಲ
2734	.
2735	ಹಾಲುಬುಟು
2736	ಬೆರಕೆಸೊಪ್ಪಿನ
2737	ಎಸರು
2738	ಮಾಡಿದ್ದರೂ
2739	ಅದರ
2740	ವಾಸನೆ
2741	ಕಮ್ಮಗೆ
2742	ಮೂಗಿಗೆ
2743	39
2744	ಬಡಿಯುತಿದರೂ
2745	ಒಳಗಡೆಗೆ
2746	ಗುಕ್ಕು
2747	ಇಳಿಯನಿಲ
2748	.
2749	ಮೊದಲು
2750	ಇಕ್ಕಿದ್ದ
2751	ಮುದ್ದೆಯನೇ
2752	ಕಣುಮುಚಿಕೊಂಡು
2753	ನುಂಗಿ
2754	ಕೈ
2755	ತೊಳಕೊಂಡ
2756	.
2757	ಅವನಿಗೆ
2758	ಎಲ್ಲ
2759	ತುತ್ತು
2760	ಎದೆಯೊಳಗೇ
2761	ನಿಂತಂಗಾಗಿದ್ದೊ
2762	.
2763	ಗೊಣ್ಣೆಮುದ್ದನಿಗೆ
2764	ಬಾಯಿ
2765	ಕಟ್ಟಿದಂಗೆ
2766	ಆಯಿತು
2767	.
2768	ಆದರೆ
2769	ನಾಳೆ
2770	ತಿಮ್ಮಾಜಿ
2771	ಬತ್ತಾನಲ
2772	ಅಂತ
2773	ಸಮಾಧಾನ
2774	ತಂದುಕೊಂಡ
2775	.
2776	ಕಸ್ತೂರಿ
2777	,
2778	ಮೋಟಪ್ಪನೋರು
2779	ಹನಿಕಿಸಿದ್ದ
2780	ಮಗನ
2781	ಆಸೆಯನೇ
2782	ಬಲವಾಗಿ
2783	ಹಿಡಕೊಂಡು
2784	ಕವುಚಾಕೊಂಡಿದ್ದ
2785	ಕತ್ತಲೆಯ
2786	ಸರಿಸುತ್ತಾ
2787	ಅದೇ
2788	ಗುಂಗಿನಲಿ
2789	ಬರುತಿದವನಿಗೆ
2790	ಯಾರೋ
2791	ಆ
2792	ಕಡೆ
2793	ಕಿಳ್ಳೇಲಿ
2794	ಮೈನೀರು
2795	ಹುಯ್ಯುತ್ತಾ
2796	ಕುಂತಿರುವಂಗೆ
2797	ಸದ್ದು
2798	ಕೇಳಿ
2799	ಬಂತು
2800	.
2801	ಆ
2802	ಸದ್ದಿನಿಂದಾಗಿ
2803	,
2804	ಹೆಂಗಸಿರಬೇಕು
2805	ಅಂತ
2806	ಅನುಮಾನಪಟು
2807	ಮುಂದೆ
2808	ಹೆಜ್ಜೆಯಿಕ್ಕಿದ
2809	.
2810	ಸೊಂಪಲ
2811	ಕಡಿಂದ
2812	ಐದಾರು
2813	ನಾಯಿ
2814	ಕಚ್ಚಾಡುತಾ
2815	ಬಱ್ರನೆ
2816	ಬಂದಿದ್ದೇ
2817	ತಡ
2818	ಮೈನೀರು
2819	ಹುಯ್ಯುತಿದೋಳು
2820	"
2821	"
2822	ಅಯ್ಯೋ
2823	ಮನೆ
2824	ಹಾಳಾಗೋನವೆ
2825	"
2826	"
2827	ಅಂತ
2828	ಒಂದೇ
2829	ನೆಗೆತಕೆ
2830	ಬೀದಿಗೆ
2831	ಜಿಗಿದಳು
2832	.
2833	ಅವಳು
2834	ಜೀಗಿದುದಕೂ
2835	ಕಸ್ತೂರಿ
2836	ಅದೇ
2837	ನೇರಕೆ
2838	ಬಂದುದಕೂ
2839	ಒಂದೇ
2840	ಆಯಿತು
2841	.
2842	ಒಬರಿಗೊಬರು
2843	ಢಿಕ್ಕಿ
2844	ಹೊಡೆದರು
2845	.
2846	ಹಂಗೆ
2847	ಹೊಡೆದ
2848	ರಭಸಕೆ
2849	ಅವಳು
2850	ಆಯತಪ್ಪಿ
2851	ಬೀಳುವಂಗಾದಳು
2852	.
2853	ಹಂಗೆ
2854	ಬೀಳುತಿದೋಳ
2855	ಕಸ್ತೂರಿ
2856	ಆಂತು
2857	ಹಿಡಕೊಂಡ
2858	.
2859	ಅವಳು
2860	ಅವನ
2861	ಬಲಪಡಕೊಂಡು
2862	ಬೀಳೋದ
2863	ತಪ್ಪಿಸಿಕೊಂಡಳು
2864	.
2865	ಈ
2866	ದಡಕ್ಕನ
2867	ಘಟನೆಯಿಂದ
2868	ಕಸ್ತೂರಿ
2869	ಬೆಚ್ಚಿಹೋದ
2870	.
2871	ಅವಳು
2872	ಹಿಡಿದಪಟ್ಟಿಗೆ
2873	ಒಂದು
2874	ಚಣ
2875	ಉಸಿರು
2876	ನಿಂತಂತಾಗಿ
2877	,
2878	ನಿಧಾನಕೆ
2879	ಕೈಬುಡಿಸಿಕೊಂಡು
2880	"
2881	"
2882	ಯಾರು
2883	ಲಕುಸ್್ಮಿನಾ
2884	"
2885	"
2886	40
2887	ಅಂದ
2888	.
2889	ಅವಳು
2890	"
2891	"
2892	ಓ
2893	!
2894	ಕಸ್ತೂರಯ್ಯನಾ
2895	,
2896	ಹಾಳಾದೋವ್್ಕೆ
2897	ಈ
2898	ಕಾಲ
2899	ಬಂತು
2900	ಅಂದ್್ರೆ
2901	ಮುಗೀತು
2902	.
2903	ನಾನಂತು
2904	ರಾವು
2905	ಹಿಡಿದೋದೆ
2906	"
2907	"
2908	ಅಂತ
2909	ಉಸಿರುಬುಟಳು
2910	.
2911	ನಾಯಿಗಳು
2912	ಕಚ್ಚಾಡುತಾ
2913	ಅತ್ತ
2914	ಹೋದೊ
2915	.
2916	ಲಕುಸುಮಿ
2917	"
2918	"
2919	ಏನು
2920	ಊರೊಳಕ್ಕೆ
2921	ಹೋಗಿದ್ದಾ
2922	"
2923	"
2924	ಅಂತ
2925	ಸರಿದಳು
2926	.
2927	ಕಸ್ತೂರಿ
2928	"
2929	"
2930	ಹೂಕನಮ್ಮಿ
2931	"
2932	"
2933	ಅಂದ
2934	.
2935	"
2936	"
2937	ತಿಮ್ಮಾಜಿ
2938	ಇದ್್ಕಿದ್ದಂಗೆ
2939	ಕಾಣೆ
2940	ಆಗ್್ಬುಟ್ಟವ್್ನಂತೆ
2941	.
2942	ನಾನಿವೊತ್ತು
2943	ತೌರಿಂದ
2944	ಬಂದೆ
2945	.
2946	ಕೇಳಿ
2947	ಭೋ
2948	ಸಂಕಟಾಯ್್ತಪ್ಪ
2949	"
2950	"
2951	ಅಂದು
2952	ಲಕುಸುಮಿ
2953	ರಾಗ
2954	ಎಳೆದಳು
2955	.
2956	ಕಸ್ತೂರಿ
2957	ಮಾತಾಡನಿಲ
2958	.
2959	ಅವನು
2960	ಸುಮ್ಮನೆ
2961	ನಿಂತಿದ್ದ
2962	.
2963	ಅವನ
2964	ಮೌನ
2965	ಕಂಡು
2966	ಅವಳು
2967	`
2968	ನಿನ್್ದೊಂಥರ
2969	ಸಂಕ್್ಟಾದ್್ರೆ
2970	ನನ್್ದೊಂಥರ
2971	ಸಂಕಟ
2972	'
2973	ಅಂತ
2974	ನಿಟುಸಿರುಬುಟಳು
2975	.
2976	ಈಗ
2977	ಕಸ್ತೂರಿ
2978	ಹೆಚ್ಚೇನು
2979	ಹೇಳದೆ
2980	"
2981	"
2982	ಲಿಬುಡು
2983	,
2984	ಬಂದದ್ದ
2985	ಅನುಭೌಸಬೇಕಲ್ಲ
2986	"
2987	"
2988	ಅಂದು
2989	ಹೆಜ್ಜೆ
2990	ಕಿತ್ತ
2991	.
2992	ಅವನಿಗೆ
2993	ಮೋಟರು
2994	ಓಡಾಡಿದ್ದ
2995	ಗುರುತು
2996	;
2997	ಅದರ
2998	ಕಿಳ್ಳೇಲಿಯೇ
2999	ಪಿಂಡಿ
3000	ಬಿದ್ದದ್ದು
3001	;
3002	ಅದರ
3003	ಜಾಡು
3004	ಹಿಡಿದಂಗೆ
3005	ಮೋಟಪ್ಪನೋರು
3006	ಕಲ್ನಾರುಹಳ್ಳದ
3007	ಬಗ್ಗೆ
3008	ಹೇಳಿದ್ದು
3009	ಮಗ
3010	ಸಿಗೊ
3011	ಬಗ್ಗೆ
3012	ಆಸೆ
